1,1,411,69,102,30,1,1,-1,-1,-1
1,2,388,882,52,12,1,1,-1,-1,-1
1,3,562,883,122,14,1,1,-1,-1,-1
1,4,796,882,67,13,1,1,-1,-1,-1
1,5,943,883,188,15,1,1,-1,-1,-1
1,6,1185,883,121,11,1,1,-1,-1,-1
1,7,1417,883,75,11,1,1,-1,-1,-1
1,8,320,709,75,14,1,1,-1,-1,-1
1,9,376,801,78,18,1,1,-1,-1,-1
1,10,780,801,100,18,1,1,-1,-1,-1
1,11,959,800,153,23,1,1,-1,-1,-1
1,12,1217,797,114,24,1,1,-1,-1,-1
1,13,1397,801,115,18,1,1,-1,-1,-1
1,14,1526,707,15,16,1,1,-1,-1,-1
1,15,393,319,43,13,1,1,-1,-1,-1
1,16,805,319,49,11,1,1,-1,-1,-1
1,17,1020,319,37,11,1,1,-1,-1,-1
1,18,1172,317,147,16,1,1,-1,-1,-1
1,19,1394,318,119,15,1,1,-1,-1,-1
1,20,376,484,75,15,1,1,-1,-1,-1
1,21,570,484,105,16,1,1,-1,-1,-1
1,22,797,483,66,16,1,1,-1,-1,-1
1,23,1020,484,37,12,1,1,-1,-1,-1
1,24,1159,484,174,15,1,1,-1,-1,-1
1,25,1436,485,37,11,1,1,-1,-1,-1
1,26,319,651,185,13,1,1,-1,-1,-1
1,27,604,651,37,11,1,1,-1,-1,-1
1,28,812,651,37,12,1,1,-1,-1,-1
1,29,943,651,182,15,1,1,-1,-1,-1
1,30,990,569,97,22,1,1,-1,-1,-1
1,31,334,569,150,19,1,1,-1,-1,-1
1,32,600,398,91,29,1,1,-1,-1,-1
1,33,776,434,107,29,1,1,-1,-1,-1
1,34,1167,404,155,17,1,1,-1,-1,-1
1,35,1200,237,92,18,1,1,-1,-1,-1
1,36,863,264,47,14,1,1,-1,-1,-1
1,37,748,227,163,36,1,1,-1,-1,-1
1,38,346,227,136,39,1,1,-1,-1,-1
1,39,559,545,35,11,1,1,-1,-1,-1
1,40,559,601,35,12,1,1,-1,-1,-1
1,41,646,601,45,12,1,1,-1,-1,-1
1,42,651,545,35,11,1,1,-1,-1,-1
1,43,750,545,68,12,1,1,-1,-1,-1
1,44,752,601,64,12,1,1,-1,-1,-1
1,45,844,601,64,12,1,1,-1,-1,-1
1,46,846,545,64,11,1,1,-1,-1,-1
1,47,970,378,45,13,1,1,-1,-1,-1
1,48,970,435,44,12,1,1,-1,-1,-1
1,49,1052,379,64,10,1,1,-1,-1,-1
1,50,1061,434,45,13,1,1,-1,-1,-1
1,51,960,241,64,11,1,1,-1,-1,-1
1,52,1061,240,45,10,1,1,-1,-1,-1
1,53,1374,379,68,10,1,1,-1,-1,-1
1,54,1464,379,71,10,1,1,-1,-1,-1
1,55,1372,436,72,9,1,1,-1,-1,-1
1,56,1464,435,71,10,1,1,-1,-1,-1
1,57,1236,568,20,19,1,1,-1,-1,-1
1,58,569,233,107,7,1,1,-1,-1,-1
1,59,543,78,136,17,1,1,-1,-1,-1
1,60,1277,78,48,14,1,1,-1,-1,-1
1,61,1526,157,16,14,1,1,-1,-1,-1
1,62,597,777,50,67,1,1,-1,-1,-1
1,63,1161,790,42,38,1,1,-1,-1,-1
1,64,791,359,77,65,1,1,-1,-1,-1
1,65,370,373,87,78,1,1,-1,-1,-1
1,66,553,396,44,32,1,1,-1,-1,-1
1,67,1258,60,82,47,1,1,-1,-1,-1
1,68,529,59,729,48,1,1,-1,-1,-1
1,69,527,184,190,122,1,1,-1,-1,-1
1,70,319,186,190,120,1,1,-1,-1,-1
1,71,736,185,189,122,1,1,-1,-1,-1
1,72,949,220,86,52,1,1,-1,-1,-1
1,73,1041,220,85,54,1,1,-1,-1,-1
1,74,944,184,188,122,1,1,-1,-1,-1
1,75,1153,185,188,122,1,1,-1,-1,-1
1,76,1359,186,189,121,1,1,-1,-1,-1
1,77,319,351,189,120,1,1,-1,-1,-1
1,78,527,351,189,121,1,1,-1,-1,-1
1,79,737,350,188,122,1,1,-1,-1,-1
1,80,950,358,85,53,1,1,-1,-1,-1
1,81,949,414,86,51,1,1,-1,-1,-1
1,82,1042,358,84,52,1,1,-1,-1,-1
1,83,1042,415,84,51,1,1,-1,-1,-1
1,84,944,353,188,120,1,1,-1,-1,-1
1,85,1153,351,188,121,1,1,-1,-1,-1
1,86,1365,358,86,53,1,1,-1,-1,-1
1,87,1457,358,84,53,1,1,-1,-1,-1
1,88,1365,414,85,52,1,1,-1,-1,-1
1,89,1457,415,86,51,1,1,-1,-1,-1
1,90,1359,351,188,123,1,1,-1,-1,-1
1,91,1153,515,189,125,1,1,-1,-1,-1
1,92,943,517,188,121,1,1,-1,-1,-1
1,93,742,523,84,54,1,1,-1,-1,-1
1,94,834,525,85,51,1,1,-1,-1,-1
1,95,741,580,85,52,1,1,-1,-1,-1
1,96,833,581,86,51,1,1,-1,-1,-1
1,97,624,580,87,52,1,1,-1,-1,-1
1,98,625,524,85,53,1,1,-1,-1,-1
1,99,533,523,85,54,1,1,-1,-1,-1
1,100,534,580,84,52,1,1,-1,-1,-1
1,101,319,519,189,119,1,1,-1,-1,-1
1,102,320,749,188,121,1,1,-1,-1,-1
1,103,528,749,188,122,1,1,-1,-1,-1
1,104,735,749,189,121,1,1,-1,-1,-1
1,105,943,749,188,122,1,1,-1,-1,-1
1,106,1152,751,188,119,1,1,-1,-1,-1
