3,1,319,352,188,120,1,1,-1,-1,-1
3,2,528,185,189,122,1,1,-1,-1,-1
3,3,1258,62,83,44,1,1,-1,-1,-1
3,4,735,352,188,121,1,1,-1,-1,-1
3,5,806,318,49,10,1,1,-1,-1,-1
3,6,735,186,188,119,1,1,-1,-1,-1
3,7,812,653,38,10,1,1,-1,-1,-1
3,8,348,227,135,40,1,1,-1,-1,-1
3,9,533,525,86,50,1,1,-1,-1,-1
3,10,319,650,182,16,1,1,-1,-1,-1
3,11,1175,317,143,13,1,1,-1,-1,-1
3,12,392,319,43,11,1,1,-1,-1,-1
3,13,1043,220,85,52,1,1,-1,-1,-1
3,14,597,318,48,12,1,1,-1,-1,-1
3,15,413,69,99,29,1,1,-1,-1,-1
3,16,797,883,65,11,1,1,-1,-1,-1
3,17,597,778,50,65,1,1,-1,-1,-1
3,18,376,800,79,20,1,1,-1,-1,-1
3,19,779,800,101,19,1,1,-1,-1,-1
3,20,1415,883,76,11,1,1,-1,-1,-1
3,21,387,884,52,10,1,1,-1,-1,-1
3,22,532,580,85,52,1,1,-1,-1,-1
3,23,1186,883,119,12,1,1,-1,-1,-1
3,24,990,570,96,19,1,1,-1,-1,-1
3,25,1217,797,114,26,1,1,-1,-1,-1
3,26,950,221,84,51,1,1,-1,-1,-1
3,27,737,752,188,119,1,1,-1,-1,-1
3,28,561,883,122,13,1,1,-1,-1,-1
3,29,944,882,182,14,1,1,-1,-1,-1
3,30,319,752,191,121,1,1,-1,-1,-1
3,31,546,78,130,15,1,1,-1,-1,-1
3,32,336,570,131,18,1,1,-1,-1,-1
3,33,1166,403,152,20,1,1,-1,-1,-1
3,34,944,649,180,15,1,1,-1,-1,-1
3,35,603,652,36,12,1,1,-1,-1,-1
3,36,527,750,191,121,1,1,-1,-1,-1
3,37,1398,800,114,19,1,1,-1,-1,-1
3,38,958,800,152,24,1,1,-1,-1,-1
3,39,601,397,91,29,1,1,-1,-1,-1
3,40,1042,415,85,53,1,1,-1,-1,-1
3,41,1163,793,40,35,1,1,-1,-1,-1
3,42,319,516,190,124,1,1,-1,-1,-1
3,43,741,525,85,47,1,1,-1,-1,-1
3,44,1394,319,117,13,1,1,-1,-1,-1
3,45,1465,378,66,10,1,1,-1,-1,-1
3,46,523,59,737,48,1,1,-1,-1,-1
3,47,1467,434,63,10,1,1,-1,-1,-1
3,48,1366,362,82,105,1,1,-1,-1,-1
3,49,626,525,87,51,1,1,-1,-1,-1
3,50,1359,752,189,119,1,1,-1,-1,-1
3,51,969,378,46,13,1,1,-1,-1,-1
3,52,950,358,84,49,1,1,-1,-1,-1
3,53,1153,519,186,117,1,1,-1,-1,-1
3,54,1202,236,90,18,1,1,-1,-1,-1
3,55,646,600,42,13,1,1,-1,-1,-1
3,56,1458,381,82,85,1,1,-1,-1,-1
3,57,947,412,87,54,1,1,-1,-1,-1
3,58,625,583,87,49,1,1,-1,-1,-1
3,59,1053,378,61,11,1,1,-1,-1,-1
3,60,841,545,65,12,1,1,-1,-1,-1
3,61,845,601,60,12,1,1,-1,-1,-1
3,62,1527,156,14,14,1,1,-1,-1,-1
3,63,375,483,76,17,1,1,-1,-1,-1
3,64,1044,359,82,38,1,1,-1,-1,-1
3,65,529,353,188,119,1,1,-1,-1,-1
3,66,1152,750,189,121,1,1,-1,-1,-1
3,67,1417,254,71,16,1,1,-1,-1,-1
3,68,569,485,108,14,1,1,-1,-1,-1
3,69,945,752,186,120,1,1,-1,-1,-1
3,70,751,601,60,12,1,1,-1,-1,-1
3,71,1152,352,188,121,1,1,-1,-1,-1
3,72,318,186,191,120,1,1,-1,-1,-1
3,73,835,584,83,44,1,1,-1,-1,-1
3,74,1150,185,191,121,1,1,-1,-1,-1
3,75,942,517,188,123,1,1,-1,-1,-1
3,76,321,708,74,16,1,1,-1,-1,-1
3,77,741,536,85,98,1,1,-1,-1,-1
3,78,1159,483,173,16,1,1,-1,-1,-1
4,1,319,351,189,121,1,1,-1,-1,-1
4,2,528,185,189,122,1,1,-1,-1,-1
4,3,1258,62,83,44,1,1,-1,-1,-1
4,4,735,352,188,121,1,1,-1,-1,-1
4,5,806,318,49,10,1,1,-1,-1,-1
4,6,735,187,188,118,1,1,-1,-1,-1
4,7,812,653,38,10,1,1,-1,-1,-1
4,8,348,227,135,40,1,1,-1,-1,-1
4,9,533,525,86,50,1,1,-1,-1,-1
4,10,319,650,182,16,1,1,-1,-1,-1
4,11,1175,317,143,13,1,1,-1,-1,-1
4,12,392,319,43,11,1,1,-1,-1,-1
4,13,1043,220,85,52,1,1,-1,-1,-1
4,14,597,318,48,12,1,1,-1,-1,-1
4,15,413,69,99,29,1,1,-1,-1,-1
4,16,797,883,65,11,1,1,-1,-1,-1
4,17,597,778,50,65,1,1,-1,-1,-1
4,18,376,800,79,20,1,1,-1,-1,-1
4,19,779,800,101,19,1,1,-1,-1,-1
4,20,1415,883,76,11,1,1,-1,-1,-1
4,21,387,884,52,10,1,1,-1,-1,-1
4,22,532,580,85,52,1,1,-1,-1,-1
4,23,1186,883,119,12,1,1,-1,-1,-1
4,24,990,570,96,19,1,1,-1,-1,-1
4,25,1217,797,114,26,1,1,-1,-1,-1
4,26,950,221,84,51,1,1,-1,-1,-1
4,27,737,752,188,119,1,1,-1,-1,-1
4,28,561,883,122,13,1,1,-1,-1,-1
4,29,944,882,182,14,1,1,-1,-1,-1
4,30,319,752,191,121,1,1,-1,-1,-1
4,31,543,78,136,15,1,1,-1,-1,-1
4,32,336,570,131,18,1,1,-1,-1,-1
4,33,1166,403,152,20,1,1,-1,-1,-1
4,34,944,649,180,15,1,1,-1,-1,-1
4,35,603,652,36,12,1,1,-1,-1,-1
4,36,527,750,191,121,1,1,-1,-1,-1
4,37,1398,800,114,19,1,1,-1,-1,-1
4,38,958,800,152,24,1,1,-1,-1,-1
4,39,601,397,91,29,1,1,-1,-1,-1
4,40,1042,415,85,53,1,1,-1,-1,-1
4,41,1163,793,40,35,1,1,-1,-1,-1
4,42,319,516,190,124,1,1,-1,-1,-1
4,43,741,525,85,48,1,1,-1,-1,-1
4,44,1394,319,117,13,1,1,-1,-1,-1
4,45,1465,378,66,10,1,1,-1,-1,-1
4,46,524,59,736,48,1,1,-1,-1,-1
4,47,1467,434,63,10,1,1,-1,-1,-1
4,48,1366,362,82,105,1,1,-1,-1,-1
4,49,626,525,87,51,1,1,-1,-1,-1
4,50,1359,752,189,119,1,1,-1,-1,-1
4,51,969,378,46,13,1,1,-1,-1,-1
4,52,950,358,84,49,1,1,-1,-1,-1
4,53,1152,519,188,118,1,1,-1,-1,-1
4,54,1202,236,90,18,1,1,-1,-1,-1
4,55,646,600,42,13,1,1,-1,-1,-1
4,56,1458,381,82,85,1,1,-1,-1,-1
4,57,947,412,87,54,1,1,-1,-1,-1
4,58,625,583,87,49,1,1,-1,-1,-1
4,59,1053,378,61,11,1,1,-1,-1,-1
4,60,841,545,65,12,1,1,-1,-1,-1
4,61,845,601,60,12,1,1,-1,-1,-1
4,62,1527,156,14,14,1,1,-1,-1,-1
4,63,375,483,76,17,1,1,-1,-1,-1
4,64,1044,359,82,38,1,1,-1,-1,-1
4,65,526,352,189,120,1,1,-1,-1,-1
4,66,1152,750,189,121,1,1,-1,-1,-1
4,67,1417,254,71,16,1,1,-1,-1,-1
4,68,569,485,108,14,1,1,-1,-1,-1
4,69,945,752,186,120,1,1,-1,-1,-1
4,70,751,601,60,12,1,1,-1,-1,-1
4,71,1152,352,188,121,1,1,-1,-1,-1
4,72,318,186,191,120,1,1,-1,-1,-1
4,73,835,584,83,44,1,1,-1,-1,-1
4,74,1150,185,191,121,1,1,-1,-1,-1
4,75,944,517,186,123,1,1,-1,-1,-1
4,76,321,708,74,16,1,1,-1,-1,-1
4,77,741,535,85,99,1,1,-1,-1,-1
4,78,1159,483,173,16,1,1,-1,-1,-1
4,80,532,523,88,72,1,1,-1,-1,-1
5,1,319,351,188,121,1,1,-1,-1,-1
5,2,528,185,189,122,1,1,-1,-1,-1
5,3,1258,62,83,44,1,1,-1,-1,-1
5,4,735,352,188,121,1,1,-1,-1,-1
5,5,806,318,49,10,1,1,-1,-1,-1
5,6,735,187,188,118,1,1,-1,-1,-1
5,7,812,653,38,10,1,1,-1,-1,-1
5,8,348,227,135,40,1,1,-1,-1,-1
5,9,533,525,86,50,1,1,-1,-1,-1
5,10,319,650,182,16,1,1,-1,-1,-1
5,11,1175,317,143,13,1,1,-1,-1,-1
5,12,392,319,43,11,1,1,-1,-1,-1
5,13,1043,220,85,52,1,1,-1,-1,-1
5,14,597,318,48,12,1,1,-1,-1,-1
5,15,413,69,99,29,1,1,-1,-1,-1
5,16,797,883,65,11,1,1,-1,-1,-1
5,17,597,778,50,65,1,1,-1,-1,-1
5,18,376,800,79,20,1,1,-1,-1,-1
5,19,779,800,101,19,1,1,-1,-1,-1
5,20,1415,883,76,11,1,1,-1,-1,-1
5,21,387,884,52,10,1,1,-1,-1,-1
5,22,532,580,85,52,1,1,-1,-1,-1
5,23,1186,883,119,12,1,1,-1,-1,-1
5,24,990,570,96,19,1,1,-1,-1,-1
5,25,1217,797,114,26,1,1,-1,-1,-1
5,26,950,221,84,51,1,1,-1,-1,-1
5,27,737,752,188,119,1,1,-1,-1,-1
5,28,561,883,122,13,1,1,-1,-1,-1
5,29,944,882,182,14,1,1,-1,-1,-1
5,30,319,752,191,121,1,1,-1,-1,-1
5,31,546,78,130,15,1,1,-1,-1,-1
5,32,336,570,131,18,1,1,-1,-1,-1
5,33,1166,403,152,20,1,1,-1,-1,-1
5,34,944,649,180,15,1,1,-1,-1,-1
